clade	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3-911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	0	0	0	0	0	0	0	0	0	0	0	0.00419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6828	0	0	0	0	0	0	0	0	0	0	0	0.00357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ph3	0	0	0	0	0	0	0	0	0	0	0	0.00331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02696	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula	0	0	0	0	0	0	0	0	0	0	0	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01896	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis|t__SGB4760	0	0	0	0	0	0	0	0	0	0	0	16.46026	0	0	0	0	0.00054	0	0	0	0	0	1.1334	0.00134	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum|t__SGB6744	0	0	0	0	0	0	0	0	0	0	0	10.86279	0.01356	0	0	0	0.08413	0	0.00448	0	0	0	0.58998	0	0	0	0	1.65407	0.00354	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939	0	0	0	0	0	0	0	0	0	0	0	2.85853	0.00197	3.6212	0.03054	15.87847	0.07435	0.07031	0	0	9.53841	0.07087	1.76933	25.31426	0	0	32.89862	0.03046	0	0.00868	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__SGB7951	0	0	0	0	0	0	0	0	0	0	0	2.40166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis|t__SGB4026	0	0	0	0	0	0	0	0	0	0	0	2.17302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00555
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium|t__SGB17234	0	0	0	0	0	0	0	0	0	0	0	1.0727	0	0	0	0	0.10727	0	0	0	0.85502	0	0.05649	0	0	0	0	0.35445	0.03896	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__SGB10115_group	0	0	0	0	0	0	0	0	0	0	0	0.97707	0	69.87217	52.47576	0	0	0	0	0	19.25496	44.85115	0	0	0	0	50.39028	0	0.00251	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis|t__SGB4762	0	0	0	0	0	0	0	0	0	0	0	0.76233	0.01035	0	0	0	0.0364	0	0	0.00059	0	0	0.01449	0	0.01529	0.00837	0	0	0.08394	0.00732	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium|t__SGB7931	0	0	0	0	0	0	0	0	0	0	0	0.64122	0	0	0	0	0	0	0	0	0	0	0.24527	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae|t__SGB10112	0	0	0	0	0	0	0	0	0	0	0	0.63154	0	0	0.00171	0	0	0	0	0	0	0.00497	0.00545	0	0	0	0.00055	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_georgiana|t__SGB10108	0	0	0	0	0	0	0	0	0	0	0	0.31262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis|t__SGB8130	0	0	0	0	0	0	0	0	0	0	0	0.20226	0	0	0	0	0.01387	0	0	0	0	0	0	0	0	0	0	0.11681	0	0	0.01533
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_vulgaris|t__SGB9993	0	0	0	0	0	0	0	0	0	0	0	0.19324	0	0	0	0	0	0	0	0	0	0	0	0.00657	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927	0	0	0	0	0	0	0	0	0	0	0	0.18013	0	0	0	0	0.0379	0	0	0	0	0.00587	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_C5_48|t__SGB4752	0	0	0	0	0	0	0	0	0	0	0	0.15542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_penneri|t__SGB9995	0	0	0	0	0	0	0	0	0	0	0	0.14125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_amalonaticus|t__SGB58550	0	0	0	0	0	0	0	0	0	0	0	0.07556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17153|t__SGB17153	0	0	0	0	0	0	0	0	0	0	0	0.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0.30305	0	0	0.02446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_neonatale|t__SGB6169	0	0	0	0	0	0	0	0	0	0	0	0.06251	0	0	0	0	0	0	0.00403	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_SGB49305|t__SGB49305_group	0	0	0	0	0	0	0	0	0	0	0	0.05571	0	0	0	0	0.01644	0	0	0	0	0	0	0	0	0	0	0.07951	0	0.00034	0.02775
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella|s__Morganella_morganii|t__SGB10028	0	0	0	0	0	0	0	0	0	0	0	0.04992	0	0	0	0.05524	0	0	0	0	7.1631	1.05232	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae|t__SGB15494	0	0	0	0	0	0	0	0	0	0	0	0.04169	0	0	0	0	0.01638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_meyeri|t__SGB17151	0	0	0	0	0	0	0	0	0	0	0	0.03423	0	0	0	0	0.00577	0	0	0	0	0	0	0	0	0	0	0.05624	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__SGB8249	0	0	0	0	0	0	0	0	0	0	0	0.0092	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183|t__SGB15892	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__SGB8026	0	0	0	0	0	0	0	0	0	0	0	0.00419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6828|t__SGB6828	0	0	0	0	0	0	0	0	0	0	0	0.00357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ph3|t__SGB17137_group	0	0	0	0	0	0	0	0	0	0	0	0.00331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02696	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula|t__SGB966	0	0	0	0	0	0	0	0	0	0	0	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01896	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__SGB8094	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa|t__SGB14387	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0.01261	0.33411	0.11744	0	0	0	0	0	0	0	0	0.02183	0.39987	0.19938
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0.01261	0.22186	0.03154	0	0	0	0	0	0	0	0	0.00709	0.0885	0.16194
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0.01261	0.22186	0.03154	0	0	0	0	0	0	0	0	0.00709	0.0885	0.16194
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0.01261	0.22186	0.03154	0	0	0	0	0	0	0	0	0.00709	0.0885	0.16194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3271	0	0	0	0	0	0	0	0	0	0	0	0	2.29669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9531	0	0	0	0	0	0	0	0	0	0	0	0	0.01314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2685
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0.01261	0.22186	0.03154	0	0	0	0	0	0	0	0	0.00709	0.0885	0.16194
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9062	0	0	0	0	0	0	0	0	0	0	0	0	0.00615	0	0	0	0	0.00344	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB79417	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0.01715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628|f__FGB45628|g__GGB58233	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0.00796	0	0.00055	0	0	0	0	0	0	0	0	0	0.01132	0.00282	0.00471
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3271|s__GGB3271_SGB4321	0	0	0	0	0	0	0	0	0	0	0	0	2.29669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	0	0	0	0	0	0	0	0	0	0	0	0	0.06582	0	0	0	0.0315	0	0.00587	0.00448	0	0	0.54896	0	0	0.00478	0	0.0275	0.07448	0.02218	0.0287
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0	0	0	0	0	0	0	0	0	0	0	0	0.04846	0	0	0	0.03553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_210917_SL_2_15	0	0	0	0	0	0	0	0	0	0	0	0	0.0216	0	0	0	0.07729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9531|s__GGB9531_SGB14932	0	0	0	0	0	0	0	0	0	0	0	0	0.01314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2685
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0.01261	0.021	0.0301	0	0	0	0	0	0	0	0	0.00292	0.04108	0.07121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_pacaense	0	0	0	0	0	0	0	0	0	0	0	0	0.00894	0	0	0	0.04286	0.00167	0	0	0	0	0	0	0	0.00429	0	0.00611	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter|s__Cuneatibacter_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0.00674	0	0	0	0	0	0	0	0	0	0.25429	0	0.00568	0.00478	0	0	0	0	0.00094
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9062|s__GGB9062_SGB13981	0	0	0	0	0	0	0	0	0	0	0	0	0.00615	0	0	0	0	0.00344	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_methylpentosum	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02547
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB79417|s__GGB79417_SGB106068	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0.01715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628|f__FGB45628|g__GGB58233|s__GGB58233_SGB79883	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0.00796	0	0.00055	0	0	0	0	0	0	0	0	0	0.01132	0.00282	0.00471
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3271|s__GGB3271_SGB4321|t__SGB4321	0	0	0	0	0	0	0	0	0	0	0	0	2.29669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae|t__SGB4761	0	0	0	0	0	0	0	0	0	0	0	0	0.06582	0	0	0	0.0315	0	0.00587	0.00448	0	0	0.54896	0	0	0.00478	0	0.0275	0.07448	0.02218	0.0287
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae|t__SGB14807	0	0	0	0	0	0	0	0	0	0	0	0	0.04846	0	0	0	0.03553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_210917_SL_2_15|t__SGB79823	0	0	0	0	0	0	0	0	0	0	0	0	0.0216	0	0	0	0.07729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9531|s__GGB9531_SGB14932|t__SGB14932	0	0	0	0	0	0	0	0	0	0	0	0	0.01314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2685
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_lenta|t__SGB9203	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0.01261	0.021	0.0301	0	0	0	0	0	0	0	0	0.00292	0.04108	0.07121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_pacaense|t__SGB4763	0	0	0	0	0	0	0	0	0	0	0	0	0.00894	0	0	0	0.04286	0.00167	0	0	0	0	0	0	0	0.00429	0	0.00611	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter|s__Cuneatibacter_caecimuris|t__SGB29380	0	0	0	0	0	0	0	0	0	0	0	0	0.00674	0	0	0	0	0	0	0	0	0	0.25429	0	0.00568	0.00478	0	0	0	0	0.00094
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9062|s__GGB9062_SGB13981|t__SGB13981	0	0	0	0	0	0	0	0	0	0	0	0	0.00615	0	0	0	0	0.00344	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_methylpentosum|t__SGB14962	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02547
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB79417|s__GGB79417_SGB106068|t__SGB106068	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0.01715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628|f__FGB45628|g__GGB58233|s__GGB58233_SGB79883|t__SGB79883	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0.00796	0	0.00055	0	0	0	0	0	0	0	0	0	0.01132	0.00282	0.00471
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4665	0	0	0	1.65668	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01546	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08877	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_SGB9281	0	0	0	0	0	0	0	0	0	0	0	0	0	12.52426	0	0	0	0.74494	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574|s__GGB6574_SGB9290	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4665	0	0	0	1.65668	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01546	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08877	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01043	0	0.046	0	0	0	0	0	0.81978	0	0.00425	0	0	0	0.00668	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_SGB9281|t__SGB9281	0	0	0	0	0	0	0	0	0	0	0	0	0	12.52426	0	0	0	0.74494	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574|s__GGB6574_SGB9290|t__SGB9290	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4665	0	0	0	1.65668	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata|t__SGB10107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei|t__SGB10130	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01546	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08877	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__SGB10083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01043	0	0.046	0	0	0	0	0	0.81978	0	0.00425	0	0	0	0.00668	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa|t__SGB7115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31862	0.48255	0	0	0	0	0.49915	0.0046	0.01531	1.15985	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31862	0.48255	0	0	0	0	0.49915	0.0046	0.01531	1.15985	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31862	0.48255	0	0	0	0	0.49915	0.0046	0.01531	1.15985	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01156	0	0	0	0	0	0	3.27912	0	0.01114	0	0	1.74689	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31862	0.48255	0	0	0	0	0.49915	0.0046	0.01531	1.15985	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01156	0	0	0	0	0	0	3.27912	0	0.01114	0	0	1.74689	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
