pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-7238: sucrose biosynthesis II	9.59632e-4	0.00120304	0.00119401	0.00114979	9.98041e-4	0.00122238	0.00112821	0.00102344	0.00113526	0.00118091	5.11356e-4	6.12161e-4	7.07319e-4	3.29268e-4	3.82649e-4	2.0648e-4	5.82466e-4	8.00904e-4	7.11016e-4	6.9067e-4	4.10866e-4	4.13251e-4	5.17335e-4	3.73474e-4	8.53535e-4	8.59196e-4	3.52644e-4	7.09805e-4	6.0708e-4	8.09447e-4	6.54626e-4
VALSYN-PWY: L-valine biosynthesis	7.74893e-4	8.09048e-4	8.14241e-4	8.06447e-4	7.55437e-4	7.99964e-4	7.40219e-4	7.9033e-4	7.64119e-4	7.80548e-4	4.43645e-4	5.58928e-4	6.27508e-4	3.64171e-4	4.67136e-4	4.02925e-4	5.82998e-4	5.73301e-4	5.90364e-4	6.79711e-4	5.21407e-4	5.01642e-4	5.79844e-4	4.70786e-4	6.60217e-4	6.03766e-4	5.97219e-4	5.53839e-4	6.34224e-4	6.54214e-4	5.88774e-4
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	7.49596e-4	9.07296e-4	0.00103412	8.82624e-4	8.02303e-4	9.34019e-4	0.00101123	7.43141e-4	9.56123e-4	9.50839e-4	3.52034e-4	4.81123e-4	5.62165e-4	4.48449e-4	3.67299e-4	2.30794e-4	5.75027e-4	6.27158e-4	5.75191e-4	5.28671e-4	2.99898e-4	3.63505e-4	3.41864e-4	2.86022e-4	6.15842e-4	6.68175e-4	3.24594e-4	5.94658e-4	4.52889e-4	6.37869e-4	5.63277e-4
PWY-5941: glycogen degradation II	7.27884e-4	9.18939e-4	0.0010478	8.83037e-4	8.24678e-4	0.00109101	9.84052e-4	8.43887e-4	9.8217e-4	0.00106467	4.76575e-4	4.97388e-4	4.62658e-4	3.81384e-4	4.1332e-4	2.274e-4	5.37788e-4	5.84219e-4	4.87101e-4	6.09106e-4	4.07189e-4	4.33995e-4	4.08888e-4	3.75557e-4	6.13831e-4	6.1256e-4	3.67029e-4	6.19822e-4	5.52283e-4	6.10989e-4	4.77344e-4
PWY-1042: glycolysis IV	7.19097e-4	8.11235e-4	8.60927e-4	7.89196e-4	7.34011e-4	8.53944e-4	8.60214e-4	7.54015e-4	8.23742e-4	8.54042e-4	5.01541e-4	6.22489e-4	5.64396e-4	6.10562e-4	4.91699e-4	4.87796e-4	5.84811e-4	5.81661e-4	5.99195e-4	7.29747e-4	3.94187e-4	7.13655e-4	5.92445e-4	5.07473e-4	6.87352e-4	6.72844e-4	5.67994e-4	6.70117e-4	6.6223e-4	7.08586e-4	6.51278e-4
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	7.0421e-4	7.80961e-4	7.91338e-4	7.64009e-4	6.88329e-4	7.49437e-4	7.74804e-4	6.72617e-4	7.52141e-4	7.5335e-4	3.05582e-4	4.08939e-4	4.3076e-4	2.99315e-4	3.33147e-4	3.2837e-4	4.3379e-4	5.10337e-4	4.63494e-4	4.63819e-4	2.9647e-4	3.56476e-4	2.51533e-4	3.44658e-4	5.16461e-4	4.94916e-4	3.51902e-4	4.53707e-4	4.06246e-4	5.49243e-4	4.60452e-4
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	6.98039e-4	7.53207e-4	8.33761e-4	7.27442e-4	6.79979e-4	7.6767e-4	8.07795e-4	6.90854e-4	8.01519e-4	7.88739e-4	3.70137e-4	4.31028e-4	5.30198e-4	3.60932e-4	3.81956e-4	3.07191e-4	5.43387e-4	5.74729e-4	5.63156e-4	5.40297e-4	2.68176e-4	3.96531e-4	4.80741e-4	3.73182e-4	6.17476e-4	5.93764e-4	4.14079e-4	5.64425e-4	5.32566e-4	6.35252e-4	5.92545e-4
PWY-5686: UMP biosynthesis I	6.92863e-4	7.34536e-4	7.46519e-4	7.44349e-4	6.92541e-4	7.55386e-4	7.23642e-4	6.72815e-4	7.08934e-4	7.22016e-4	3.52294e-4	4.24489e-4	6.11808e-4	3.10009e-4	3.1166e-4	4.05829e-4	5.30075e-4	6.19616e-4	6.09766e-4	6.43656e-4	2.13262e-4	3.4758e-4	4.94705e-4	3.54184e-4	6.27387e-4	6.29875e-4	3.56745e-4	5.79343e-4	6.10437e-4	6.79842e-4	6.21337e-4
PWY-7790: UMP biosynthesis II	6.92863e-4	7.34536e-4	7.46519e-4	7.44349e-4	6.92541e-4	7.55386e-4	7.23642e-4	6.72815e-4	7.08934e-4	7.22016e-4	3.52294e-4	4.24489e-4	6.11808e-4	3.10009e-4	3.1166e-4	4.05829e-4	5.30075e-4	6.19616e-4	6.09766e-4	6.43656e-4	2.08767e-4	3.4758e-4	4.94705e-4	3.54184e-4	6.27387e-4	6.29875e-4	3.56745e-4	5.79343e-4	6.10437e-4	6.79842e-4	6.21337e-4
PWY-7791: UMP biosynthesis III	6.92863e-4	7.34536e-4	7.46519e-4	7.44349e-4	6.92541e-4	7.55386e-4	7.23642e-4	6.72815e-4	7.08934e-4	7.22016e-4	3.52294e-4	4.24489e-4	6.11808e-4	3.10009e-4	3.1166e-4	4.05829e-4	5.30075e-4	6.19616e-4	6.09766e-4	6.43656e-4	2.08767e-4	3.4758e-4	4.94705e-4	3.54184e-4	6.27387e-4	6.29875e-4	3.56745e-4	5.79343e-4	6.10437e-4	6.79842e-4	6.21337e-4
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	6.91344e-4	7.29877e-4	7.62434e-4	7.30799e-4	6.57441e-4	7.17269e-4	7.33353e-4	6.53991e-4	6.98506e-4	7.15242e-4	3.104e-4	3.98154e-4	4.3204e-4	3.03802e-4	3.17511e-4	3.57453e-4	4.24996e-4	5.13095e-4	4.64487e-4	4.70559e-4	3.2098e-4	3.43562e-4	2.55712e-4	3.5232e-4	5.06622e-4	4.89181e-4	3.49117e-4	4.49048e-4	4.15017e-4	5.44346e-4	4.62271e-4
ARO-PWY: chorismate biosynthesis I	6.78181e-4	7.50504e-4	8.09313e-4	7.20827e-4	6.67556e-4	7.59852e-4	7.7599e-4	6.63629e-4	7.7573e-4	7.74506e-4	3.74556e-4	4.55734e-4	5.07737e-4	3.97365e-4	3.84204e-4	3.09276e-4	5.31846e-4	5.55341e-4	5.40515e-4	5.25113e-4	2.89373e-4	4.26988e-4	4.34538e-4	3.75843e-4	5.79728e-4	5.65844e-4	4.40561e-4	5.57636e-4	5.01294e-4	6.2305e-4	5.70881e-4
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	6.61024e-4	7.83041e-4	8.13785e-4	7.45699e-4	6.88343e-4	7.83156e-4	7.93037e-4	6.92248e-4	7.76186e-4	7.76455e-4	3.91143e-4	4.80797e-4	5.32427e-4	3.86715e-4	3.94205e-4	3.23105e-4	5.50307e-4	5.68132e-4	5.68997e-4	5.42645e-4	2.92337e-4	4.36059e-4	4.2531e-4	3.96667e-4	6.13016e-4	5.91448e-4	4.3826e-4	5.77182e-4	5.26819e-4	6.14e-4	5.90857e-4
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	6.49308e-4	6.18474e-4	7.38523e-4	6.34145e-4	6.7458e-4	7.21311e-4	7.0819e-4	5.55186e-4	6.9063e-4	7.63394e-4	4.73364e-4	4.54092e-4	6.76692e-4	2.7874e-5	1.62619e-4	1.60473e-4	6.73851e-4	5.97816e-4	6.62713e-4	8.83083e-4	1.27127e-4	1.15863e-4	5.14737e-4	1.23307e-4	6.6819e-4	7.13731e-4	1.94636e-4	6.19709e-4	7.56391e-4	6.57972e-4	6.74513e-4
PWY-6609: adenine and adenosine salvage III	6.3793e-4	6.22516e-4	7.42819e-4	6.72722e-4	6.4617e-4	6.14645e-4	6.91403e-4	6.07542e-4	6.89896e-4	7.39888e-4	3.07444e-4	5.08977e-4	5.50578e-4	2.48789e-4	3.0446e-4	3.70611e-4	5.37104e-4	6.06311e-4	5.81942e-4	5.6514e-4	2.34673e-4	3.39446e-4	4.52332e-4	3.44095e-4	5.63152e-4	5.92463e-4	3.06059e-4	5.54504e-4	5.20896e-4	6.03605e-4	6.19335e-4
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	6.35806e-4	7.032e-4	7.26636e-4	6.94343e-4	6.40886e-4	7.21256e-4	7.02359e-4	6.22376e-4	7.01559e-4	7.00171e-4	3.42111e-4	4.48928e-4	5.01245e-4	3.25012e-4	3.38311e-4	4.41437e-4	4.46021e-4	5.23302e-4	4.71697e-4	5.28588e-4	3.45118e-4	3.86894e-4	5.15163e-4	4.78461e-4	5.07405e-4	4.8365e-4	4.37301e-4	5.63291e-4	5.24644e-4	5.45771e-4	4.83045e-4
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	6.35806e-4	7.032e-4	7.26636e-4	6.94343e-4	6.40886e-4	7.21256e-4	7.02359e-4	6.22376e-4	7.01559e-4	7.00171e-4	3.42111e-4	4.48928e-4	5.01245e-4	3.25012e-4	3.38311e-4	4.41437e-4	4.46021e-4	5.23302e-4	4.71697e-4	5.28588e-4	3.45118e-4	3.86894e-4	5.15163e-4	4.78461e-4	5.07405e-4	4.8365e-4	4.37301e-4	5.63291e-4	5.24644e-4	5.45771e-4	4.83045e-4
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	6.24884e-4	6.68354e-4	7.07143e-4	6.81017e-4	6.37293e-4	6.77074e-4	6.88681e-4	5.75951e-4	6.89335e-4	6.85917e-4	3.25944e-4	4.38896e-4	5.03168e-4	2.70115e-4	3.12524e-4	4.19338e-4	4.51988e-4	5.29389e-4	4.82994e-4	4.64661e-4	3.18518e-4	3.613e-4	4.55446e-4	4.43181e-4	5.12895e-4	4.88367e-4	3.86588e-4	5.56658e-4	4.826e-4	5.31737e-4	4.84322e-4
GLUTORN-PWY: L-ornithine biosynthesis I	6.2064e-4	7.01446e-4	7.05919e-4	6.68478e-4	6.08629e-4	6.79218e-4	6.91717e-4	5.97384e-4	6.83095e-4	6.82013e-4	3.03246e-4	3.4441e-4	3.93133e-4	3.12452e-4	3.1794e-4	2.7659e-4	3.98209e-4	4.26446e-4	3.91681e-4	4.50443e-4	3.59899e-4	3.33358e-4	2.42011e-4	3.43814e-4	4.5389e-4	4.40794e-4	3.71653e-4	4.18703e-4	3.68979e-4	4.88668e-4	3.80382e-4
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	6.19385e-4	7.34383e-4	7.63522e-4	7.20684e-4	6.26674e-4	7.7062e-4	7.45059e-4	6.88083e-4	7.22317e-4	7.495e-4	3.76135e-4	4.53308e-4	5.33705e-4	2.99205e-4	2.93181e-4	3.96403e-4	5.18031e-4	5.72718e-4	5.86638e-4	6.10926e-4	2.51866e-4	3.08364e-4	5.17293e-4	3.64498e-4	6.09729e-4	6.42557e-4	3.30529e-4	5.76782e-4	6.07718e-4	6.45248e-4	6.68717e-4
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	6.08565e-4	7.06976e-4	7.32483e-4	7.04449e-4	6.15038e-4	7.44156e-4	7.16031e-4	6.70826e-4	6.95174e-4	7.16834e-4	3.79402e-4	4.49024e-4	5.1946e-4	3.08562e-4	3.05457e-4	3.99357e-4	5.06216e-4	5.62062e-4	5.80948e-4	6.05827e-4	2.63385e-4	3.18501e-4	5.18686e-4	3.90902e-4	5.99535e-4	6.3375e-4	3.60516e-4	5.61883e-4	5.98249e-4	6.37102e-4	6.62747e-4
TRNA-CHARGING-PWY: tRNA charging	6.07009e-4	6.58701e-4	6.72426e-4	6.58376e-4	6.03086e-4	6.82716e-4	6.47146e-4	6.40171e-4	6.38684e-4	6.61534e-4	3.67718e-4	3.99229e-4	5.09608e-4	3.29709e-4	3.53343e-4	3.61512e-4	4.61031e-4	5.53949e-4	5.31029e-4	5.4607e-4	3.25205e-4	3.85888e-4	4.42999e-4	3.82598e-4	5.6126e-4	5.78698e-4	3.88607e-4	4.97249e-4	5.10199e-4	5.8473e-4	6.07973e-4
NONMEVIPP-PWY: methylerythritol phosphate pathway I	5.90342e-4	6.74427e-4	6.9719e-4	6.57955e-4	6.01007e-4	7.41817e-4	6.98351e-4	6.49376e-4	6.79251e-4	6.90001e-4	3.3519e-4	3.39158e-4	5.34975e-4	2.30102e-4	2.91955e-4	2.35399e-4	4.43475e-4	5.63002e-4	5.52189e-4	5.23282e-4	2.41796e-4	2.80443e-4	5.06394e-4	3.161e-4	5.94558e-4	5.65725e-4	3.12559e-4	5.23353e-4	5.49538e-4	6.11746e-4	5.80344e-4
PWY-7221: guanosine ribonucleotides de novo biosynthesis	5.89109e-4	6.8228e-4	7.03905e-4	6.49515e-4	6.14557e-4	7.76576e-4	6.94818e-4	6.40465e-4	6.78887e-4	7.15012e-4	3.66402e-4	5.03454e-4	5.56729e-4	2.22089e-4	2.7726e-4	3.70647e-4	5.2579e-4	5.45584e-4	5.84555e-4	7.00691e-4	2.17848e-4	2.97139e-4	5.47716e-4	3.74811e-4	6.10985e-4	5.67467e-4	3.0185e-4	5.45799e-4	6.57773e-4	6.55687e-4	5.71698e-4
PWY0-1296: purine ribonucleosides degradation	5.8039e-4	5.45145e-4	6.71778e-4	5.7427e-4	5.66264e-4	5.22738e-4	6.17727e-4	4.69846e-4	6.21984e-4	6.57085e-4	4.28128e-4	5.3967e-4	3.95254e-4	2.18066e-4	3.28831e-4	4.17583e-4	4.44987e-4	4.31124e-4	4.49874e-4	4.41846e-4	2.67156e-4	3.42494e-4	1.90107e-4	3.66768e-4	4.74994e-4	5.5938e-4	3.01151e-4	3.93996e-4	3.49625e-4	4.63161e-4	4.78976e-4
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	5.78429e-4	6.89728e-4	7.22818e-4	6.73358e-4	5.85408e-4	7.36256e-4	7.08374e-4	6.61987e-4	6.88561e-4	7.07431e-4	3.70485e-4	4.382e-4	5.12828e-4	2.96522e-4	3.00847e-4	3.94388e-4	4.99201e-4	5.4931e-4	5.54985e-4	6.02688e-4	2.58861e-4	3.2352e-4	5.12309e-4	3.89693e-4	5.80854e-4	6.31753e-4	3.58028e-4	5.45103e-4	5.88796e-4	6.21559e-4	6.60122e-4
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	5.68886e-4	6.14547e-4	6.19832e-4	5.92903e-4	5.59372e-4	6.37024e-4	5.97445e-4	5.42666e-4	6.27458e-4	6.21212e-4	2.58278e-4	3.6965e-4	5.10134e-4	1.41048e-4	2.05772e-4	3.4044e-4	4.61067e-4	4.83238e-4	4.73294e-4	4.25826e-4	1.63221e-4	2.08896e-4	3.84275e-4	3.23652e-4	4.98206e-4	4.69305e-4	2.47936e-4	4.69387e-4	4.4157e-4	5.0985e-4	4.80495e-4
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	5.42533e-4	6.19547e-4	6.61656e-4	6.52509e-4	5.82976e-4	7.02435e-4	6.50518e-4	5.93076e-4	6.1397e-4	6.41415e-4	3.95286e-4	4.5462e-4	5.12828e-4	3.29404e-4	3.30286e-4	4.17328e-4	4.85789e-4	5.4931e-4	5.542e-4	5.57254e-4	2.81252e-4	3.47066e-4	5.17396e-4	4.0882e-4	5.80854e-4	6.22733e-4	3.83894e-4	5.28669e-4	5.62457e-4	5.8858e-4	6.47316e-4
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	5.42294e-4	7.09005e-4	7.34844e-4	6.71687e-4	5.75236e-4	7.92444e-4	6.86074e-4	6.55834e-4	6.8515e-4	7.22421e-4	3.80489e-4	4.82891e-4	4.88411e-4	3.44432e-4	4.32138e-4	3.7268e-4	5.12797e-4	4.90511e-4	4.78508e-4	6.28188e-4	4.56067e-4	4.6194e-4	4.56211e-4	4.57834e-4	5.68182e-4	5.03575e-4	5.41789e-4	5.09254e-4	5.82585e-4	5.84549e-4	4.88804e-4
PWY-6700: queuosine biosynthesis I (de novo)	5.34958e-4	5.53236e-4	5.87284e-4	6.06702e-4	5.28952e-4	5.15151e-4	5.90874e-4	5.22047e-4	5.55907e-4	5.32936e-4	3.16151e-4	2.6211e-4	5.0388e-4	2.24268e-4	2.35604e-4	2.81814e-4	3.79174e-4	4.93367e-4	4.96779e-4	5.4002e-4	2.11584e-4	2.84104e-4	4.35803e-4	3.27829e-4	5.05347e-4	5.13233e-4	2.87732e-4	4.75789e-4	5.31642e-4	4.99409e-4	5.70037e-4
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	5.33552e-4	6.95566e-4	7.23076e-4	6.5664e-4	5.67481e-4	7.78847e-4	6.834e-4	6.44095e-4	6.73804e-4	7.08823e-4	3.51479e-4	4.45993e-4	4.91077e-4	3.31616e-4	4.06711e-4	3.42647e-4	5.06293e-4	4.92695e-4	4.82145e-4	6.19919e-4	3.94356e-4	4.22243e-4	4.6679e-4	4.28793e-4	5.65251e-4	5.04437e-4	5.01291e-4	5.07267e-4	5.78025e-4	5.88502e-4	4.89154e-4
PWY-5667: CDP-diacylglycerol biosynthesis I	5.29765e-4	5.42863e-4	5.66433e-4	5.82937e-4	5.239e-4	4.88117e-4	5.6927e-4	4.90716e-4	5.2125e-4	5.34903e-4	3.1487e-4	3.77959e-4	5.08212e-4	2.91198e-4	4.02719e-4	2.94762e-4	4.90293e-4	4.71573e-4	4.63203e-4	4.15673e-4	3.92333e-4	3.05343e-4	4.0679e-4	3.66481e-4	5.10543e-4	5.39766e-4	3.68667e-4	4.21765e-4	4.16688e-4	4.66316e-4	5.04163e-4
PWY0-1319: CDP-diacylglycerol biosynthesis II	5.29765e-4	5.42863e-4	5.66433e-4	5.82937e-4	5.239e-4	4.88117e-4	5.6927e-4	4.90716e-4	5.2125e-4	5.34903e-4	3.1487e-4	3.78105e-4	5.08212e-4	2.91198e-4	4.02719e-4	2.94762e-4	4.90352e-4	4.71573e-4	4.63203e-4	4.15673e-4	3.92333e-4	3.05343e-4	4.0679e-4	3.66481e-4	5.10543e-4	5.39766e-4	3.68667e-4	4.21873e-4	4.16688e-4	4.66316e-4	5.04566e-4
PWY-5097: L-lysine biosynthesis VI	5.29331e-4	5.71106e-4	6.4019e-4	5.37906e-4	5.30763e-4	6.62286e-4	6.35996e-4	5.30584e-4	5.95441e-4	6.07448e-4	4.60411e-4	5.14322e-4	4.46114e-4	3.80481e-4	3.47942e-4	3.88397e-4	4.38031e-4	4.72344e-4	4.73671e-4	4.82659e-4	2.6426e-4	3.93196e-4	4.85024e-4	3.46194e-4	4.92258e-4	4.80655e-4	3.96318e-4	4.37307e-4	4.71729e-4	5.18689e-4	5.18391e-4
PWY-6151: S-adenosyl-L-methionine salvage I	5.29219e-4	6.56019e-4	6.67252e-4	6.06648e-4	5.49353e-4	7.13647e-4	6.70861e-4	5.77379e-4	6.64771e-4	6.75782e-4	4.17731e-4	4.27033e-4	4.82711e-4	2.51491e-4	2.87177e-4	3.2621e-4	4.09713e-4	4.70725e-4	4.74822e-4	4.9229e-4	2.15221e-4	3.17226e-4	4.85687e-4	2.56614e-4	5.15969e-4	4.31755e-4	2.70948e-4	5.18852e-4	4.34234e-4	5.35312e-4	5.02937e-4
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	5.27965e-4	6.58414e-4	6.86187e-4	6.57142e-4	5.6741e-4	7.2382e-4	6.82235e-4	6.1086e-4	6.55571e-4	6.90512e-4	3.68583e-4	4.68797e-4	4.92635e-4	3.3693e-4	3.5196e-4	4.17222e-4	4.89965e-4	4.73938e-4	5.13558e-4	5.56146e-4	3.13884e-4	4.18781e-4	4.82637e-4	4.07953e-4	5.86759e-4	5.41409e-4	3.69796e-4	5.26023e-4	5.12763e-4	5.37363e-4	5.63121e-4
PWY-7111: pyruvate fermentation to isobutanol (engineered)	5.24958e-4	5.45048e-4	6.37713e-4	5.2892e-4	5.12516e-4	6.90118e-4	6.05134e-4	4.9606e-4	5.85632e-4	6.37625e-4	4.93937e-4	6.13363e-4	2.40228e-4	3.66252e-4	5.06353e-4	3.75292e-4	4.91165e-4	3.70622e-4	2.23705e-4	2.80003e-4	5.68967e-4	5.30565e-4	4.14726e-4	5.19602e-4	4.07668e-4	3.23418e-4	6.05629e-4	4.69708e-4	4.68929e-4	3.99793e-4	3.27389e-4
CALVIN-PWY: Calvin-Benson-Bassham cycle	5.20982e-4	6.33073e-4	6.83168e-4	5.85504e-4	5.6772e-4	6.629e-4	6.91208e-4	5.46811e-4	6.5165e-4	6.43434e-4	5.71948e-4	6.13672e-4	3.9875e-4	4.49348e-4	5.61084e-4	5.04317e-4	4.56576e-4	4.39486e-4	4.63097e-4	4.61495e-4	3.73055e-4	6.07302e-4	4.20247e-4	5.30028e-4	5.51519e-4	5.07846e-4	5.54796e-4	5.12253e-4	4.80953e-4	4.76811e-4	4.64458e-4
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	5.17885e-4	5.69805e-4	5.65993e-4	5.42758e-4	5.13683e-4	5.88876e-4	5.48397e-4	5.00993e-4	5.72049e-4	5.74679e-4	2.55553e-4	3.64055e-4	4.87489e-4	1.39002e-4	1.92588e-4	3.29919e-4	4.38192e-4	4.39695e-4	4.48682e-4	3.98433e-4	1.55454e-4	2.04495e-4	3.66893e-4	3.10614e-4	4.68297e-4	4.37261e-4	2.45113e-4	4.29069e-4	4.15175e-4	4.82027e-4	4.6276e-4
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	5.17817e-4	5.98928e-4	6.41257e-4	6.44731e-4	5.80581e-4	6.12491e-4	6.35341e-4	5.76778e-4	5.89003e-4	6.18933e-4	3.75319e-4	4.11714e-4	5.05053e-4	2.79874e-4	2.82658e-4	3.86945e-4	4.8419e-4	5.50429e-4	5.47571e-4	5.35371e-4	2.63118e-4	2.99812e-4	4.86485e-4	3.704e-4	5.78305e-4	6.14562e-4	3.38804e-4	5.22278e-4	5.54705e-4	5.75494e-4	6.53638e-4
PWY-3841: folate transformations II (plants)	5.16096e-4	5.63665e-4	5.63518e-4	5.72447e-4	5.27279e-4	6.15202e-4	5.77368e-4	5.53175e-4	5.42049e-4	5.55029e-4	3.35352e-4	4.06316e-4	4.80641e-4	2.14499e-4	2.76279e-4	3.71044e-4	4.52517e-4	4.88219e-4	5.07403e-4	4.72584e-4	2.09308e-4	2.79104e-4	4.79957e-4	3.38219e-4	5.2805e-4	5.63643e-4	3.14898e-4	4.63864e-4	4.6606e-4	5.26534e-4	5.54219e-4
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	5.15555e-4	5.6698e-4	5.65993e-4	5.42504e-4	5.13662e-4	5.88876e-4	5.47412e-4	4.9498e-4	5.71623e-4	5.65011e-4	2.55553e-4	3.64055e-4	4.75726e-4	1.39002e-4	1.92588e-4	3.29919e-4	4.38192e-4	4.39695e-4	4.48682e-4	3.98433e-4	1.55454e-4	2.04495e-4	3.66893e-4	3.10614e-4	4.68297e-4	4.36536e-4	2.45113e-4	4.29069e-4	4.15175e-4	4.72327e-4	4.42001e-4
HISTSYN-PWY: L-histidine biosynthesis	5.07045e-4	5.61496e-4	5.49311e-4	5.39906e-4	4.8855e-4	5.77052e-4	5.36302e-4	4.86513e-4	5.53551e-4	5.56828e-4	2.56283e-4	2.89104e-4	4.49441e-4	1.93387e-4	2.05602e-4	3.64691e-4	3.76865e-4	4.34474e-4	4.31384e-4	4.47525e-4	1.9016e-4	2.61456e-4	4.53108e-4	3.01663e-4	4.44972e-4	4.19926e-4	2.75595e-4	4.78998e-4	4.47908e-4	4.58147e-4	4.1357e-4
PWY-6123: inosine-5'-phosphate biosynthesis I	4.96861e-4	4.26594e-4	5.01517e-4	4.46508e-4	4.48787e-4	5.06727e-4	4.75963e-4	4.23727e-4	4.80295e-4	5.36101e-4	2.5946e-4	3.09804e-4	3.99796e-4	1.7435e-4	2.22442e-4	3.95685e-4	4.17737e-4	4.41524e-4	3.8905e-4	3.24654e-4	2.09663e-4	2.76554e-4	3.82018e-4	3.31891e-4	3.94107e-4	3.74297e-4	2.68697e-4	4.88795e-4	4.1504e-4	3.98847e-4	4.34228e-4
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	4.95576e-4	5.25443e-4	5.98993e-4	5.49876e-4	4.98366e-4	5.49713e-4	6.33333e-4	4.64232e-4	5.61893e-4	5.734e-4	5.15508e-4	4.65183e-4	5.60151e-4	3.78101e-4	3.9873e-4	4.34086e-4	5.20345e-4	3.92253e-4	4.60678e-4	3.65056e-4	3.55125e-4	4.60487e-4	5.18522e-4	4.92293e-4	5.18573e-4	6.18561e-4	4.83403e-4	5.21962e-4	4.28332e-4	4.19953e-4	4.55275e-4
PWY-6317: D-galactose degradation I (Leloir pathway)	4.8867e-4	5.11827e-4	5.65121e-4	5.19327e-4	5.40547e-4	5.40723e-4	5.68017e-4	4.59291e-4	5.50968e-4	5.4383e-4	2.99096e-4	3.5962e-4	3.42915e-4	2.10841e-4	2.22211e-4	2.65031e-4	4.27367e-4	3.54323e-4	3.32728e-4	3.38384e-4	2.56527e-4	2.56634e-4	3.12686e-4	2.98004e-4	3.70307e-4	3.82488e-4	2.15151e-4	4.05182e-4	3.09184e-4	3.63776e-4	3.105e-4
PWY-5695: inosine 5'-phosphate degradation	4.83057e-4	3.11379e-4	3.88269e-4	3.16594e-4	4.89039e-4	3.83003e-4	4.16248e-4	3.90952e-4	3.85319e-4	3.87407e-4	4.30024e-4	4.08949e-4	4.55507e-4	2.28528e-4	3.26408e-4	3.69917e-4	4.67527e-4	4.00691e-4	4.45131e-4	3.9927e-4	3.73227e-4	3.12979e-4	4.94789e-4	4.35586e-4	4.51483e-4	4.94233e-4	3.28731e-4	4.53071e-4	4.21311e-4	4.08525e-4	4.17055e-4
PWY-7977: L-methionine biosynthesis IV	4.80363e-4	3.96415e-4	5.38683e-4	4.06696e-4	4.64288e-4	5.95269e-4	4.8875e-4	4.31209e-4	5.05447e-4	5.93794e-4	5.95589e-4	3.298e-4	3.78306e-4	4.46811e-4	4.26969e-4	2.43398e-4	4.25097e-4	3.96928e-4	4.3673e-4	4.8358e-4	3.76461e-4	5.64093e-4	4.75605e-4	4.07231e-4	3.45183e-4	3.64129e-4	4.5539e-4	4.86699e-4	5.28957e-4	4.58785e-4	4.5057e-4
PWY-6124: inosine-5'-phosphate biosynthesis II	4.78322e-4	3.97224e-4	4.70093e-4	4.1861e-4	4.24662e-4	4.7414e-4	4.44264e-4	4.02293e-4	4.50621e-4	5.09358e-4	2.49015e-4	2.93384e-4	3.76906e-4	1.26717e-4	1.79582e-4	4.01337e-4	3.99703e-4	4.21979e-4	3.65527e-4	2.98355e-4	1.7271e-4	2.12074e-4	3.70937e-4	0.00033294900000000003	3.69958e-4	3.52765e-4	2.11735e-4	4.67354e-4	3.91138e-4	3.71457e-4	4.12427e-4
