pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	21.1883247952	0	0	0	49.9582838977	0	0	0	0	0	0	0	304.5310326792	0	0	0	180.1630398511	0	0	0	0	0	0	0	0	0	0	0	0	13.6894504847	112.8675616145
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	20.338974444	0	15.0291907298	0	0	15.0895302977	61.1909945258	0	0	0	16150.5470948374	2318.0518160877	0	1746.7250391646	13786.8843071929	5787.4757466464	800.5000480468	0	93.6017680136	0	4793.5778281385	15595.5535195828	196.2770969967	12593.412577604	0	0	15962.8317038676	511.6617918317	0	0	0
METHGLYUT-PWY: superpathway of methylglyoxal degradation	19.8784820688	39.9794821343	28.5826013789	18.5715847434	39.9083124889	21.4399656083	44.5211645101	83.1418385572	16.4915910452	188.7208156727	8583.633683567	1878.5759371031	91.8057619592	504.2038357714	5892.1873680362	3728.4000469793	968.5365070761	13.3445347761	80.4945508895	76.5278720814	2495.4376220851	7136.2030405205	390.8460569919	6780.7340202332	41.1719304862	125.4136028021	7116.3818546833	406.9751484374	204.0138922649	206.4051137217	207.1072710194
PWY-7391: isoprene biosynthesis II (engineered)	19.6104518726	0	0	0	63.6014582187	0	43.7747974582	30.4265511112	0	13.8670982804	0	93.507273019	0	0	38.8022600448	171.2496104664	222.7988254704	0	0	0	24.8153787376	0	0	884.4186790754	0	0	0	44.4475196346	20.6125160134	0	183.2592831851
AST-PWY: L-arginine degradation II (AST pathway)	19.4549255954	0	18.8621088452	0	0	13.9108618876	0	0	0	0	13214.2260299297	2005.6634707369	0	3093.8081807245	19161.7651804963	2195.4999946997	32.6482534446	0	24.7109639973	0	5144.7817978575	19606.7088774781	45.6559226001	8009.2761983452	0	0	24920.975434155	107.5517787783	0	0	0
PWY-7807: glyphosate degradation III	18.8722973444	0	0	0	0	0	6.8554745733	0	0	0	467.2058899859	672.2372914835	0	0	3205.2395365122	0	4.6870796443	0	0	0	1602.9698548697	360.3526273176	0	1019.8643531766	0	0	2945.5867923839	88.7808012225	0	0	0
PWY0-1338: polymyxin resistance	17.2710884302	0	16.7557160206	0	0	0	10.1371240102	0	0	0	11625.1665142505	1707.0861750368	0	601.7586725275	7786.9935042173	2703.6013576606	305.8561819922	0	0	0	3592.1104453947	8421.9656177969	77.1045482704	8669.4878343272	0	0	9429.0396558871	277.1812839035	0	0	0
PWY-6803: phosphatidylcholine acyl editing	16.5867823732	10.8214293098	109.1165534851	0	0	159.1387803513	251.5177876599	0	18.1427301984	0	12317.0989266977	3576.1472345086	0	2420.1139018839	16408.0115121375	3759.3344591273	1041.9964952867	62.8437498731	49.6577627215	0	7875.3731715231	18761.8141409978	114.1027819772	15219.8714539427	0	9.5617386222	20276.6557782974	512.6191741271	0	35.7584019444	87.9505586945
P163-PWY: L-lysine fermentation to acetate and butanoate	16.453694971	0	0	0	0	0	0	0	0	0	0	0	0	0	1250.5738985254	0	0	0	0	0	0	0	0	1136.0871336392	0	0	89.8002969547	0	0	0	55.5059671096
PWY-7723: bacterial bioluminescence	15.6850198181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.2196517966	0	0	0	0	0	0	0	0	0	0	23.3549809009	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	15.3345193549	0	10.0129713309	0	0	0	0	0	0	0	5745.3558262549	1208.1541520261	0	0	2924.7745922571	0	0	0	26.5355145186	0	0	130.1245760472	8.8148159979	0	0	0	395.4116742895	63.5284592887	0	0	0
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	14.2209238882	0	10.2452582459	0	0	0	0	0	0	0	2791.5156757801	749.6863802255	0	3.4829315665	4066.5752215272	2516.792951209	274.752776323	0	51.1344012799	0	1700.424565819	1748.6739546172	27.2911286526	1280.7053390536	0	0	3279.0060547326	236.35551091	0	0	0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	13.9717559381	0	15.4790806823	0	0	0	0	0	0	0	0	1772.9537207132	0	0	884.4168450274	0	63.0301639822	0	89.1638477671	0	149.6535197348	0	76.2041700733	2889.0992052852	0	0	0	351.2723384035	0	87.3855238933	0
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	13.4651142552	0	0	0	0	0	0	0	0	0	1111.1848013311	339.325911897	0	0	4204.0642689454	1903.6378974661	0	0	0	0	1319.989162946	714.9948813535	0	670.3283651201	0	0	2480.0876827935	40.9780431619	0	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	12.7727997513	13.4468822581	145.2264694989	0	0	180.032976917	215.8977222549	0	71.9971594042	78.5934821875	16784.6060324419	3963.8647668821	0	68.5932872307	9634.2379404158	5520.37211733	935.5386029123	0	101.6463147637	85.858873917	6209.2438045813	4721.6902047758	116.8352177207	10407.2453145255	0	0	12051.4089519556	657.4985705808	0	227.0632214031	220.949761435
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	12.4943568022	0	0	0	0	0	30.8324481099	0	0	0	0	0	0	0	72.184258461	0	376.2639489598	0	0	0	133.2231711592	0	81.9012296342	411.2401324607	0	0	0	300.9158285908	0	0	0
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	11.8670312037	0	13.3232271549	0	0	0	0	0	0	0	7076.1834494084	1702.9090204332	0	941.7374893878	14205.9790345919	2797.1437181871	52.5151993809	0	92.477772729	0	2303.3241579346	9367.2827528757	68.8773365095	7593.5701892253	0	0	6507.5128424376	412.4076532322	0	0	0
PWY0-1533: methylphosphonate degradation I	11.6095275808	0	0	0	0	0	4.0336433842	0	0	0	270.2470098122	416.9098064386	0	0	1995.9661505107	0	2.6840089643	0	0	0	1047.1081024383	207.7831767569	0	601.2358371478	0	0	1800.6926158511	53.522562191	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	8.8841989056	0	23.7155910139	0	20.5151497327	33.7237424574	53.6872477322	0	13.5847869503	0	7523.7104670682	1392.1446487863	0	2033.672882536	11874.8425973927	2684.0342579321	21.789049329	0	75.904773092	0	1208.9121746476	13242.486743762	85.9467148363	5408.967334755	0	0	16612.4298899873	39.6534607615	0	0	0
P621-PWY: nylon-6 oligomer degradation	8.5149649315	50.8234576925	59.2892989709	16.802530285	161.3213402345	226.8455127712	133.4193558366	0	56.3821488585	152.3129630438	39.4602595728	3355.0094200027	71.7608658456	0	22.7822623392	81.5464886882	1871.4482635547	0	66.6046059733	0	0	1592.2679477668	0	108.3422912098	0	0	557.3612662563	276.4772716863	0	27.224656055	17.4672323945
LIPASYN-PWY: phospholipases	8.3237069851	0	276.7965611999	0	0	80.076993631	134.0073598295	0	0	250.9726466024	21335.7156443018	3973.1161648524	0	2155.3564847488	13304.6788482273	4236.2942294082	0	0	24.9692212546	0	22912.0095016513	0	117.9834662247	16467.881455564	0	32.0625687767	0	263.7159008304	0	141.3716146151	0
KETOGLUCONMET-PWY: ketogluconate metabolism	8.0566942317	0	355.6267124977	28.6502399383	0	33.3582647821	170.2996087302	0	0	58.3414897995	5123.3239437175	4177.6854715358	0	318.4026533333	6478.4051184503	3344.3031452261	584.2452207493	0	14.6334298065	30.0991252412	7073.9469315204	8997.2023427183	40.0958761905	9871.4433386513	0	0	13325.2183248684	544.9050770155	0	0	0
PWY-7783: plasmalogen degradation	7.031092194	0	26.2549383116	0	0	0	33.5685440948	0	0	8.9592001781	0	0	0	0	22.9788676693	0	0	0	7.7172312274	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7269: mitochondrial NADPH production (yeast)	6.4139137502	0	0	0	0	0	0	0	0	0	6794.1881528818	1522.8128102058	0	1435.3031663895	7423.0625323121	2052.9583086057	405.2596095195	0	0	0	1567.4973671946	8835.4751708146	40.020885786	5771.6010308154	0	0	19419.497013633	160.5208331609	24.8432708038	0	0
PWY-7805: (aminomethyl)phosphonate degradation	6.2291311427	0	0	0	0	0	7.483875088	0	0	0	504.0650294313	696.5944521448	0	0	3082.876673103	0	5.0987807085	0	0	0	1551.1094440825	366.8132154769	0	1039.2172721271	0	0	2916.3628434526	70.1736965866	0	0	0
PWY-5972: stearate biosynthesis I (animals)	6.1025659565	0	0	0	0	0	11.8812790752	0	0	27.3950227125	0	0	0	0	237.157389406	238.6717940407	48.5942082258	0	12.8489444688	0	114.7704729175	0	34.3284389681	955.6216283968	0	0	0	48.2254885429	0	0	0
PWY0-1337: oleate &beta;-oxidation	5.4892207678	0	30.462943693	0	0	5.449238523	0	0	0	0	9188.3064031253	1582.9674927783	0	432.982447182	10526.7472311725	3919.0166917074	8.0338950151	0	80.6689332937	0	2453.4875530628	7236.2055350324	58.2321409612	7730.6885241221	0	0	4872.0837803816	228.1445141728	0	0	0
PWY0-1221: putrescine degradation II	5.3550450963	0	0	0	0	0	0	0	0	0	3026.1505986553	437.6544821245	0	0	0	86.5475689866	6.4336148829	0	0	0	1029.1062506125	450.1420377023	0	1438.1363350962	0	0	339.1070529883	3.5449266948	0	0	0
PWY-7094: fatty acid salvage	4.892957565	0	49.5352481301	0	0	4.8639767399	0	0	7.2270465547	0	8264.1505414319	1507.3975115436	0	374.3199110349	10413.5695401422	3611.8078536657	6.5972406483	0	86.1018550644	0	2238.4387281041	6592.2194689357	55.7159650187	7218.0460458857	0	0	4250.4268791793	212.8248306338	0	0	0
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0	1198.6222955041	1515.2175095372	543.4762846358	0	2191.1392522948	424.8796043631	2061.2419022277	907.6372465471	2006.0876452138	254.4563328123	729.7024130314	0	92.4331364999	1510.7262896381	0	71.7767969628	50.2237221293	42.0188064686	696.9306922698	334.7081721777	1308.8162642186	340.2952711465	307.3680844909	494.2079336972	0	2045.0230031809	246.4949059355	591.1285689318	538.0768875248	775.5457228012
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	167.2548960781	1108.9829329733	367.91970335	0	3144.6418377354	310.5013632321	2171.1288744951	750.5402287898	2983.6989394569	0	337.4951654866	0	0	195.5362759071	142.5806459183	1347.2967823874	135.5319848975	325.3382880283	154.7941778526	201.8076314672	0	32.3556077816	886.245294586	778.5466371566	0	0	192.5626864456	1661.8072613845	0	997.8646431734
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0	59.1347712616	204.7710970883	0	0	0	0	0	0	0	13112.4907536247	4534.9012299864	0	1444.8329013443	12804.6691089438	8716.2190004369	395.1949880031	0	536.4904635534	0	3831.2321089285	14307.6142467951	333.2631709111	12999.0544554546	0	0	16393.327783765	1258.9826176651	0	154.3214354752	0
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0	50.4359160485	0	106.3936581971	35.3265191427	0	0	421.1783010066	0	0	0	0	111.489990266	0	0	0	534.7536486514	0	0	47.0381268662	0	0	0	0	48.5378258394	79.2145859536	0	139.2344594792	96.5417568335	0	0
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0	50.4359160485	0	106.3936581971	35.3265191427	0	0	421.1783010066	0	0	0	0	111.489990266	0	0	0	534.7536486514	0	0	47.0381268662	0	0	0	0	48.5378258394	79.2145859536	0	139.2344594792	96.5417568335	0	0
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)	0	50.4359160485	0	106.3936581971	35.3265191427	0	0	421.1783010066	0	0	0	0	111.489990266	0	0	0	534.7536486514	0	0	47.0381268662	0	0	0	0	48.5378258394	79.2145859536	0	139.2344594792	96.5417568335	0	0
P261-PWY: coenzyme M biosynthesis I	0	50.3125624906	0	47.2857161007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	41.9877855805	136.0751267705	0	0	0	0	0	0	0	12636.4643942663	4480.190987566	0	1314.7038965315	12148.5639888081	9505.3389452911	232.8119071722	0	421.7166028622	0	3732.5959542153	13940.3001910825	284.6797567314	12953.2984263948	0	0	15514.2852007824	914.652053205	0	130.7570632158	0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0	26.9813068709	464.2499921313	39.109522744	0	372.6330216974	65.303680908	278.5239455864	92.0459013841	215.5745896993	0	0	0	0	0	0	0	17.739119723	0	47.623650233	0	0	0	0	167.0086225626	0	0	8.4582215882	34.437382034	0	272.0370045555
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)	0	22.748473898	0	48.7285894435	15.9651048207	0	0	202.0037789044	0	0	0	0	51.8598523462	0	0	0	280.2901891898	0	0	21.1714800628	0	0	0	0	21.8936435616	36.2682241112	0	64.0872704221	43.9995925251	0	0
PWY-5104: L-isoleucine biosynthesis IV	0	12.1134070164	52.6459422771	0	0	47.9592075195	0	0	0	0	6711.675017498	2541.8393693613	0	0	0	0	168.2034068988	46.7298305451	67.7384555834	0	28.9360547982	0	116.8540646211	0	0	0	0	139.7596976607	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	11.8897885084	36.6245320981	0	0	0	0	0	0	0	10192.49192798	2364.7823774152	0	1108.9396639903	9883.9035890082	4927.6016871814	87.5312469667	0	48.6811988425	0	2900.0038908566	10903.3462710145	54.4634561642	9690.3645470735	0	0	12106.7744559322	317.9278269927	0	44.8012156447	0
PWY-6143: CMP-pseudaminate biosynthesis	0	6.7069565433	0	30.3600906966	24.2549391953	0	0	29.1246766377	0	0	0	0	0	0	0	0	0	23.0985768534	0	0	0	0	0	0	0	58.9921000851	135.3626396304	25.5253037669	0	14.8158515147	0
PWY-3781: aerobic respiration I (cytochrome c)	0	1.7538159318	0	0	0	0	0	0	0	51.528721478	0	0	0	0	1846.1800120517	799.9689633757	0	0	0	0	853.9540107927	20.3064303573	62.6535712944	6746.8312205541	0	0	0	0	0	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis	0	0	231.4855782989	114.4364480032	78.2720401496	326.1994920421	91.9866633173	233.5046250996	144.1752448458	391.894754556	15597.2945855884	3200.6670581435	1051.9829591988	1744.5683381248	16226.8544979029	7818.8190408033	2250.5436610424	41.929741347	682.927574132	386.0076616345	6361.9611968883	14940.7993802948	2307.0536669185	16085.110276419	437.2399696898	757.1879345384	21144.374023884	1539.733299432	306.4058808427	405.0259709816	1085.4445401659
PWY-5898: superpathway of menaquinol-12 biosynthesis	0	0	231.4855782989	114.4364480032	78.2720401496	326.1994920421	91.9866633173	233.5046250996	144.1752448458	391.894754556	15597.2945855884	3200.6670581435	1051.9829591988	1744.5683381248	16226.8544979029	7818.8190408033	2250.5436610424	41.929741347	682.927574132	386.0076616345	6361.9611968883	14940.7993802948	2307.0536669185	16085.110276419	437.2399696898	757.1879345384	21144.374023884	1539.733299432	306.4058808427	405.0259709816	1085.4445401659
PWY-5899: superpathway of menaquinol-13 biosynthesis	0	0	231.4855782989	114.4364480032	78.2720401496	326.1994920421	91.9866633173	233.5046250996	144.1752448458	391.894754556	15597.2945855884	3200.6670581435	1051.9829591988	1744.5683381248	16226.8544979029	7818.8190408033	2250.5436610424	41.929741347	682.927574132	386.0076616345	6361.9611968883	14940.7993802948	2307.0536669185	16085.110276419	437.2399696898	757.1879345384	21144.374023884	1539.733299432	306.4058808427	405.0259709816	1085.4445401659
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	0	187.918898228	120.4855511192	88.6450116843	312.0242105215	101.3153489429	250.268981301	146.8244052312	387.8416402978	15303.9944010323	2876.0892567144	1121.184317957	1685.5918328669	15329.1120768469	7769.7734972069	2183.1560333829	45.8905864009	676.4520001812	322.7202794361	5865.062430746	14495.0030331502	978.3486327218	14413.9361968813	190.7185833704	640.2483232078	19552.5411123709	1494.5624517241	305.2290389785	367.6257751081	1060.1684252575
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	0	167.0292696771	127.4073437178	87.7988949096	249.7902350433	94.5351893019	261.2249691789	106.6955214683	349.9643346527	15303.9944010323	3131.9007181358	1157.9556527277	1703.6359616418	15981.6128911136	6605.5780018857	2366.2382287118	47.5296861887	751.3251911255	422.6911163106	6353.6757419622	14523.512665981	2523.9135809503	15391.4735776815	489.0534147689	825.1817193995	20034.8948656032	1661.6389767959	344.8134451938	445.1616563671	1207.2512986889
PWY-5845: superpathway of menaquinol-9 biosynthesis	0	0	134.6699422953	120.4672370973	82.4748645953	249.7902350433	0	221.6635208623	106.6955214683	0	15303.9944010323	2876.0892567144	1062.7522367281	1685.5918328669	15329.1120768469	6605.5780018857	2052.147701276	47.4962844466	205.6983355626	0	5865.062430746	14495.0030331502	256.3716491592	14413.9361968813	459.0395701426	479.4349207863	19552.5411123709	1538.645683971	249.213635339	191.1778190956	393.9648300825
PWY-5850: superpathway of menaquinol-6 biosynthesis	0	0	134.6699422953	0	0	249.7902350433	0	0	106.6955214683	0	15303.9944010323	2876.0892567144	191.4908341761	1685.5918328669	15329.1120768469	6605.5780018857	1257.0038982324	0	205.6983355626	0	5865.062430746	14495.0030331502	213.4923255441	14413.9361968813	0	0	19552.5411123709	1349.988010053	155.0732386878	191.1778190956	393.9648300825
PWY-5896: superpathway of menaquinol-10 biosynthesis	0	0	134.6699422953	0	0	249.7902350433	0	0	106.6955214683	0	15303.9944010323	2876.0892567144	191.4908341761	1685.5918328669	15329.1120768469	6605.5780018857	1257.0038982324	0	205.6983355626	0	5865.062430746	14495.0030331502	213.4923255441	14413.9361968813	0	0	19552.5411123709	1349.988010053	155.0732386878	191.1778190956	393.9648300825
P122-PWY: heterolactic fermentation	0	0	120.9842773987	0	0	0	60.1853382143	0	0	0	12457.2919876286	1543.4163747232	0	832.5078580552	7913.7929365857	4105.1085739625	618.0480870592	0	95.4267676079	0	3937.3858401667	9348.9080869598	22.2152447699	10725.9126630076	0	0	9870.5154832924	486.2841620651	1164.3973432316	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0	0	113.7564723653	86.3669206658	59.4758408024	173.154615223	63.6091508162	176.5035013276	72.9676450664	243.6466314842	16325.0677940405	2820.6548709937	835.6152357348	1971.2063391555	14921.5910005433	5591.7037095426	1773.2010987405	31.8945884336	525.0392904897	286.2461377513	5970.5198277815	15746.5925897138	1951.2501833731	14327.9212848095	335.2912493963	579.4625981461	19607.0594647844	1202.7143132533	233.2843556524	303.5850555836	836.015797364
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0	0	91.3359654154	0	0	173.154615223	0	0	72.9676450664	0	16325.0677940405	2518.0877567506	129.2890054054	1935.2506783207	14082.0977714094	5591.7037095426	890.1961129674	0	138.8815773887	0	5343.0921455978	15696.3838746163	144.0052658613	13088.4584165	0	0	18921.8205310147	961.6767397952	104.0660204284	128.6917506633	265.8793674695
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0	0	91.3359654154	81.5876060961	55.8147484843	173.154615223	0	149.4668587375	72.9676450664	0	16325.0677940405	2518.0877567506	761.750223203	1935.2506783207	14082.0977714094	5591.7037095426	1512.9147124521	31.8720272187	138.8815773887	0	5343.0921455978	15696.3838746163	173.3385307851	13088.4584165	314.1666368924	329.3114812541	18921.8205310147	1106.6687068017	167.9157366691	128.6917506633	265.8793674695
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0	0	84.7510420043	39.9459357463	26.9407323183	117.1572933997	32.5590172531	79.8338556979	52.7716733654	143.4267109017	13732.942613161	3089.7932985493	404.1232950232	2017.3334374193	15181.6246952765	6702.5150615386	964.4422846062	14.1613878558	253.8705886784	136.7293875258	5834.3564439567	15642.5238166489	962.02451367	14825.5190052499	154.5885665953	283.1582678951	26366.33987341	604.9022670734	105.2818678536	142.4372882906	391.2462997143
PWY-6518: bile acids epimerization	0	0	29.2400699163	0	0	30.6383318396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2705826679	0	70.771637534
P221-PWY: octane oxidation	0	0	27.8552859716	0	0	29.7331796928	73.0876782672	20.6362329571	0	0	3711.8314339042	637.5169664343	0	1807.0609773247	11200.849631813	267.7521038797	196.3071572688	0	0	0	2042.5615324934	9718.718530386	62.0521267395	2773.5333608988	0	0	12785.5092060761	227.7526033298	14.4313020625	8.3238453189	32.2058102142
PWY-5656: mannosylglycerate biosynthesis I	0	0	26.9382436199	0	0	8.2762839201	12.9216553232	0	0	0	3161.5914497153	2016.0232196831	0	0	3292.1200731821	687.4759369636	83.8267482936	0	0	0	2358.7907597533	1622.1005886263	0	4078.4307980962	0	0	4161.0780851149	240.0276404012	0	7.2630120613	25.0076544671
PWY-6876: isopropanol biosynthesis (engineered)	0	0	19.8932383724	38.1320114815	22.3770341578	9.8883470673	42.5100541229	33.4906177888	0	0	0	0	0	0	0	327.7530478371	0	0	0	0	39.3957706075	330.4431761708	33.1339333238	1570.9982892251	7.8677467812	25.2060906487	0	558.0204419018	113.5355207163	45.1322076077	42.2749096711
PWY-5392: reductive TCA cycle II	0	0	18.0881944699	0	0	0	75.4050887905	0	0	0	0	0	0	305.7698869541	37.0178121545	0	232.7564899997	0	43.7989614723	0	0	0	0	0	0	0	3773.0634505229	149.8387831039	36.0688711696	0	28.0478506863
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	16.253332852	0	0	4.3200060563	0	0	0	6.3405577008	10979.8501644829	1862.9063635708	17.5853290213	0	6517.5334919415	1137.4661922195	40.8846437488	0	0	0	3619.2849929845	6077.8900362755	103.7675529818	9272.092134422	19.22144589	0	5574.6694602865	102.3113609953	92.4983226496	0	201.5152929315
PWY0-42: 2-methylcitrate cycle I	0	0	15.6403526987	0	0	13.6651389508	0	0	0	0	5239.3420041674	1302.4253815054	0	60.5756817991	4432.2653925531	2812.1167984343	82.4496857178	0	29.1218908372	0	3330.4304968502	4108.325065429	60.0656161388	4863.141742217	0	0	4214.1284341406	115.3150414111	12.0596453296	0	0
PWY-6749: CMP-legionaminate biosynthesis I	0	0	11.7861187355	76.7279519151	0	8.6824554879	26.0420940592	740.6019268818	0	0	0	13.111695609	30.5929470261	0	0	0	146.6419546625	0	0	0	0	0	132.2149520323	0	0	1236.6775739911	0	178.0740560018	30.5841316758	0	63.2153246236
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	0	0	9.526333051	0	17.1396227193	7.2851457941	5.5574467012	43.0950672212	0	23.4541623397	0	451.0647651868	0	0	0	0	137.7258042211	0	0	0	3.9513203329	0	10.223554683	0	50.4810355695	58.8837656931	0	48.9716898366	115.8597530301	6.8635116047	66.7161591417
ECASYN-PWY: enterobacterial common antigen biosynthesis	0	0	6.8938543884	0	0	18.2050031673	26.7943074498	0	0	0	9176.4865364031	1238.4290193804	0	1161.8960697196	8853.2027352803	3771.7994074928	467.5265223322	0	71.9486693483	0	3146.643662809	9204.6187928129	71.3682202188	7564.7419399366	0	0	10138.295524108	337.7931223102	0	0	0
PWY-7616: methanol oxidation to carbon dioxide	0	0	4.1561104228	0	0	0	0	0	0	0	262.2107915671	83.2122197714	0	368.2197330341	322.4156411518	59.3138156535	11.9837305302	0	0	0	293.7395331062	1491.3776943546	0	227.960929177	0	0	1640.901751771	71.4803921828	0	0	0
PWY-5747: 2-methylcitrate cycle II	0	0	3.4735969376	0	0	0	0	0	0	0	5118.4023274017	861.9383465249	0	60.5756817991	4307.1262580855	2663.5503760577	52.0002431077	0	26.2774475608	0	2088.8036878741	3657.2867448832	32.8214691667	4659.7338943506	0	0	4214.1284341406	79.0541326141	0	0	0
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0	0	3.0823493167	0	0	0	9.3123341036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	0	0	3.0823493167	0	0	0	10.404949465	0	0	0	0	0	0	0	0	0	26.9064259842	0	0	0	0	0	72.532390431	0	0	0	0	3.3556214394	8.3956741951	26.3198591679	33.6167131103
PWY-6807: xyloglucan degradation II (exoglucanase)	0	0	0	74.800854185	0	0	0	200.1078874966	0	0	0	0	209.5196360876	0	0	0	0	693.8689766441	56.9867847588	211.9187716452	0	0	0	0	181.6160823936	200.7321074469	0	483.1591692863	531.0761533566	245.9920132062	76.8089361586
PWY-5677: succinate fermentation to butanoate	0	0	0	46.8081758439	0	0	0	0	0	0	0	360.2047452336	23.5524646531	0	0	0	187.4273165406	52.9358561819	0	0	54.6015453955	0	69.537102482	0	42.8567016699	50.078124037	0	203.4325355346	265.7902773207	0	11.5711272141
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0	0	0	41.5872587339	0	0	0	324.4394198145	0	0	0	0	0	0	0	0	0	138.7148937066	87.657067925	186.1008939159	0	1256.1482212052	0	0	154.300560842	327.1030341159	1304.7798210177	83.1037295489	225.8455064668	437.4051632305	448.2791319685
PWY-7031: protein N-glycosylation (bacterial)	0	0	0	37.2461290526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.0188450906	0	0	0	0	0	0	169.4870279287	49.4239355382	20.6043232181	0	167.80990425
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0	0	0	28.0608059698	0	0	44.415384552	162.4431710962	71.1137855821	77.6317862894	0	0	0	0	36.1393265947	0	0	13.3961614373	0	20.4398284574	21.2731351296	0	0	213.1806463133	31.2418387414	0	0	19.642800394000002	25.7893064164	0	154.4854482705
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0	0	0	16.0319834394	0	0	0	133.7719573453	0	0	0	0	0	0	0	0	0	56.7658718551	33.4112308207	73.8406100304	0	503.7349350304	0	0	59.3869978709	131.5737586965	511.7827442242	31.517420424	87.8728380447	187.4207629194	174.9247035563
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	0	0	0	11.6040057026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	0	0	30.8254159974	0	0	0	0	0	0	199.9175528691	168.6962442564	0	0	78.9611656935	24.6688180757	0	0	0	0	0	316.2540743746	0	0	331.3745664266	0	24.8206541166	60.1945902376	45.6427190883	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	0	89.6947910664	69.5472026576	0	0	39.2039133885	0	2385.0267197576	0	0	13153.045608128199	0	217.3409697672	0	0	0	0	0	0	10960.8808795414	0	0	0	91.2058883927	0	0	0
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	52.5880964396	29.3850830188	0	38.4584422854	37.1147648541	370.161261214	1009.7895268021	0	55.6450783906	1033.9885323038	0	0	0	12.3300081148	0	0	1478.8962271907	0	0	0	0	195.0338433424	31.1262135943	0	0	0
LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)	0	0	0	0	0	15.9809892924	0	0	0	0	0	955.5987334275	0	0	3229.1846819185	71.225927892	35.3314983767	0	0	0	403.5424467649	640.2864572865	0	378.2031403976	0	0	0	6.3758539698	0	0	0
