pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	1341.8969884128	2772.78112106	3945.4802252943	1510.130868877	925.3214529817	6987.2255729188	1907.3854477326	6605.6143133172	2145.3383812137	6758.6162164197	776.3093788898	6585.4926645851	149.73956593	46.7167336686	3398.3736881817	3556.5609048789	3800.2751913882	336.9457440535	381.3703776696	2398.2609765777	290.0798110202	2083.9741297309	3387.7102746575	3251.9628898194	1459.6305565296	107.063610475	77.7524073157	3004.2457712702	2831.1220397192	4004.7924174609	2199.5644544933
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1339.2678261165	2599.5707268099	3608.4201759011	1460.6894487267	949.9622694501	7556.5728958854	1849.539661508	6135.5617185961	2027.7732158463	6612.0358534901	23992.2922977241	8791.8682643257	178.3133420191	5406.892294357	33091.1806999665	6094.4340571547	4250.9745113325	370.3956258343	445.5121752386	2412.9923065063	10644.7073438937	36950.8953739486	4195.987461491	18122.5002785841	1556.61592463	126.6999172437	46068.0924796356	3236.4930222984	3030.0112122994	4009.2030763734	2461.9570329222
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	1331.2469288567	446.585933713	582.9509476353	950.5872335021	1085.6933204485	494.3400548359	625.8149362346	2382.4330993495	285.4049640971	738.5137745805	19527.3075143802	4037.3464144264	2490.1683504192	2049.303551054	16378.0282440253	5752.3047588464	3334.3478012593	1109.0009652166	2141.5680055925	5143.2476652042	7791.6457992081	16646.4868530572	2983.9151612916	15081.5506749248	1406.6020268871	2498.4420208591	22712.0493037045	2152.6460784302	2750.1123460215	1697.7910878382	2892.5985692394
P441-PWY: superpathway of N-acetylneuraminate degradation	1324.790981935	1817.8696273357	3398.6164686399	1600.9130606998	1071.6224566944	2673.4541233639	2522.5496759589	3716.6633464959	1211.3357895947	4375.4435858164	22205.3134262241	11680.7396642189	873.5536970921	1688.9467409133	19124.7986921963	7424.4928019397	3466.6884673848	710.443661152	1471.9523497864	3301.4633739373	7940.0000685934	19153.0775165306	3064.6383370403	20303.3288042507	1841.8967832848	1479.7948532086	20510.5692942292	3416.8194183794	3151.6839091283	2151.9126223463	3885.9906531015
PWY-2941: L-lysine biosynthesis II	1318.2867503616	1909.9416101819	6359.9303672382	2050.6317140814	813.8051390208	7131.8989359103	5485.7583263402	1252.7298019933	4089.2697566031	9806.6297180913	19043.0189595255	17787.5074157876	3193.9419377246	1499.4186208809	7979.65331903	9734.5794475107	10525.057901526	1972.1827912051	2199.9633966768	3799.9904350612	2386.5972629805	6769.2738855821	3689.9922117467	6318.4914275369	2633.7648979677	1708.3469577271	6855.9923958485	8219.9296257917	4727.5229442883	2462.4943197438	4669.0235553067
PWY-5505: L-glutamate and L-glutamine biosynthesis	1317.8760300573001	384.2685363401	66.5030906709	1383.5204175019	1016.7993572308	273.0297067128	66.1920695717	2139.6321005872	0	391.2021689934	399.1134899333	184.5942112572	2079.2791630011	0	109.5986804404	105.8861601974	4330.1569592459	1415.6594844201	2284.1061810362	3122.4822836287	330.2470633738	3757.9696945432	977.3854918843	565.1916971057	2054.2097352717	2396.0753568372	1388.0718834587	5442.8951893959	3790.8443765344	2427.2052204611	3008.7514193591
PWY66-409: superpathway of purine nucleotide salvage	1316.3603832862	1863.5484662937	3799.2150726298	1707.309836533	1412.1964514181	4180.4471620624	4126.4502087937	2365.4637167874	2705.3482528397	6363.932423957	15280.4932036562	12619.267708768	1394.0932357421	2022.6261654043	17072.0904391225	9926.8103894436	9363.1308554847	628.5519231552	1348.6018351904	1959.6957514259	5924.0604923801	18721.448492863	2259.4929299605	16985.4075517946	1824.1874674597	3100.642289272	21218.4907073286	6090.7250829303	2009.5374337815	1350.7839485492	2621.3160500395
PWY-8004: Entner-Doudoroff pathway I	1312.1149475241	2336.7749580949	2488.2733178052	1628.8702110246	1050.6179845495	4166.527430706	1423.6932701398	4563.6096755201	1389.6750164689	5132.5931940964	14735.7656938591	11422.7488835844	1699.7289731484	1856.4198805006	15895.315787566	9187.5218119281	6146.6294707608	680.1891754074	1813.9448232373	2263.0150885928	5415.1038302939	15078.9168281289	2154.4745296311	15165.0811206349	1888.9992820339	1158.7811764122	20624.0532211146	4012.4593184237	3110.4533184499	3094.4703264198	3211.4749806074
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1285.2532648017	993.3631081232	380.5905323036	1309.2822851125	858.1890404198	431.7088219784	556.4793922847	2604.842573598	319.9602205394	897.5684718312	14948.8201349184	3698.125524624	4695.1070270434	1932.4128495963	13373.3433476569	7222.1274645153	6210.2351055332	1887.099381016	3303.8873437199	9968.5156773584	5540.4079454813	16309.9922800788	7077.043227847	18189.9419988607	3109.7976873369	2732.7173764428	33635.6359783514	5908.0789654862	7420.0076769538	3785.8857274096	4448.4360317427
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	1249.987647016	1771.9808710085	2108.6730994163	1870.2543226635	877.3019941516	2286.2259820152	2070.8518398672	4045.6875541383	1013.2643928953	1190.6292296778	0	407.8293107461	1188.9018393469	0	0	0	1267.775936021	916.0031929697	1472.2886902755	2089.5977407676	379.9870670592	0	217.4172797537	0	1797.8915827006	3145.2918539886	0	1111.5050784969	1519.3337923768	3643.842174609	4369.9152491398
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	1239.1044948902	1627.5523072898	4101.9478581089	1465.1559990267	1763.2214379179	3560.5622216287	3042.4788585492	5040.9804924145	1819.3589598241	5841.6544139634	16754.2877175891	11537.2188468664	3241.9530370894	2633.9091827394	24358.2608874783	8416.0194286404	9311.852090788	942.6981478408	3204.7899322221	9095.2467786859	9526.7836402529	20225.1138830342	4817.0824156619	19777.3916559375	4152.0393655117005	6168.029708819	31528.1421661057	3063.9808633649	6047.19980315	3106.5699160687	4359.9555063976
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	1239.1044948902	1627.5523072898	4101.9478581089	1465.1559990267	1763.2214379179	3560.5622216287	3042.4788585492	5040.9804924145	1819.3589598241	5841.6544139634	16754.2877175891	11539.2876637098	3241.9530370894	2633.9091827394	24358.2608874783	8416.0194286404	9312.2217940563	942.6981478408	3204.7899322221	9095.2467786859	9526.7836402529	20225.1138830342	4817.0824156619	19777.3916559375	4152.0393655117005	6168.029708819	31528.1421661057	3064.1145149584	6047.19980315	3106.5699160687	4360.2975167808
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	1216.7218174081	1492.2540244416	2201.1845759634	1896.3790921146	932.765816579	1449.6598900464	1404.5290286015	2154.0261681662	629.0350096718	2376.9847308124	7643.4140342978	6566.0684796647	3489.5093048899	67.8248683683	6632.6421555455	3200.2028513792	7312.774356948	1313.233098602	2466.4036778902	3114.0659312669	3564.5078799305	4066.2923823801	1804.5277004756001	6226.4133378387	2162.5168208247	1767.9639219782	6445.6033419157	3826.2007132102	3100.9679954325	2940.9246280657	2465.6457024393
PWY0-1479: tRNA processing	1185.426063242	1129.0967118985	1667.6556283852	1397.132219224	1522.7691008361	1626.3682606266	1869.5232294165	2603.2799547262	1136.9715601052	1742.3216409054	20084.3407637214	5342.6473146927	687.8625752274	2038.9923725043	15973.0103776052	6955.4680388895	1900.2304438850001	876.6541213298	485.9249881462	2034.3265233962	6412.3146121426	17957.4322597514	1298.0087594372999	16696.5441972563	1389.5870339902	1212.9143376421	23810.5424577929	2645.5272171149	974.8094139081	1209.2968931005	2389.937345766
P124-PWY: Bifidobacterium shunt	1040.3462472415	3024.5648725012	2624.7556890288	1316.6363936036	594.0455265365	4882.6336794088	1504.5292007959	4101.1820662485	1274.3904673632	3508.0521174168	112.3250877575	1931.0577180585	73.5531235089	0	0	4006.7762905176	871.7553579108	320.8709928047	157.0661570475	1095.7522788227	122.2834917556	645.1251292158	2791.7071753542	2973.4359923394	680.8912976974	21.1161295106	0	1510.4855884351	2871.6531085187	2914.3543630888	238.353987508
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	1026.596197469	1033.8931868134	579.7419346212	1044.0160695875	627.4142284114	1122.9171067042	935.367121825	3528.6071838582	415.1353394163	1138.5937087386	22677.6691823911	8400.5651236536	2096.0139837959	0	29290.0494838716	15849.0960401986	4410.7063826647	975.9765308067	2742.1579393489	2224.2840025941	10990.9175918293	28583.745264838	3560.8960516302	29325.7671170455	2440.916851739	4277.3593697928	39940.0070845091	4217.1198394594	5504.9059411766	3239.9622867963	3770.1437681492
FASYN-ELONG-PWY: fatty acid elongation -- saturated	1010.3613600509	1029.4512984499	571.4717205405	959.8048614138	565.2212550013	1100.6022027619	885.1528411874	3482.5552187327	402.9666276814	1096.1778739744	24546.9058666935	8671.7204899667	2408.5560689039	4305.8900014823	32138.4003423001	16302.2913218198	4161.826186164	911.8971636454	2770.1927553579	2024.9629568666	11553.075541376	32456.0124992287	6269.3900443236	31703.3422851715	2299.575311309	4197.8402164713	46276.1585059992	3903.5995942982	5292.3981159687	3815.6961060651	3934.3769029923
PWY-5913: partial TCA cycle (obligate autotrophs)	974.5892962312	1602.820040219	2733.8644930324	905.1742140802	725.3375955048	2925.6019942585	1376.0745880348	3214.0027471424	1381.8140860498	4153.8809498632	24372.8844877234	6294.7307429632	113.8418095468	4278.3747146461	25097.6529822948	4780.6576639624	2181.5230314136	253.3948251979	269.4773401668	1512.3554234856	9691.7899591726	28206.4503311528	441.0361629876	16072.04185325	827.8411065813	84.0785388398	33687.7673781619	1483.7087739601	1011.1548701136	2164.9992883415	1401.6605778368
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	971.7280563678	976.1628513901	665.1662330736	1008.5835600127	589.8645781132	1135.4725212948	1032.3355893658	2602.5292571266	456.045133485	1292.2985264471	20571.3374848404	5267.6166949054	2507.9924076442	3187.4513945656	23713.7083465321	8360.2414028791	4256.5175947528	926.1152090391	2511.1418965896	1931.9282084883	8847.4811521273	24365.7185144094	6068.75600058	21472.5438894884	2187.6135429851	3283.163402976	32870.0444937774	3807.9703345721	4102.3879499568	2921.5338940422	3794.2529953834
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	970.5129649465	724.5066689503	2221.2101198138	1127.5472885287	835.889638966	1292.7697032531	2023.3583393573	1767.7624792658	1052.0640041264	3317.2747072397	16471.9435707225	9615.0214270508	628.2999323241	2749.6214838123	19955.9609397397	5603.1821189124	4113.6514875555	489.0675530911	1471.6421913134	2100.9264173575	7236.4842857131	19874.2740991774	1397.884968889	18531.0788698516	759.1802527984	2127.2552594837	30189.7036382977	3298.4699492964	799.912289841	1015.4065801473	1279.4142905329
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	958.7002212143	200.946605146	99.5519926383	550.5017384215	858.8697558931	81.1227690609	384.7001136273	1426.5710606361	64.9276393049	296.4433875092	12707.6915652855	4993.9522848384	2165.6936282532	2107.2419670806	16378.1345764956	7307.2903075126	4057.6554111374	609.9892141066	1093.7727165979	1131.9923660291	6993.0196564637	15516.3773870516	3045.0691512837	13453.2540444299	1319.9531501605	1915.0610166578	20084.2677398797	3513.2915208231	3037.8361107768	1442.8480204502	1251.8174422168
PWY-7664: oleate biosynthesis IV (anaerobic)	926.8139492068	978.1738931094	537.0793149134	900.6720403452	512.9146975554	1045.5771563675	876.3370781078	3350.5221433237	385.5916447807	1060.4120773246	22885.2204636318	8397.5907795905	2204.4262388008	4037.8261457559	29937.9375275374	16004.5416482966	3805.144640296	832.1861348938	2584.2375058848	1813.3075314746	10828.9897895361	30553.0020408356	6017.0754340279	30634.5392713788	2119.7801562984	3898.0759578302	43527.5471138277	3596.2863943322	4959.7424747077	3583.598639608	3634.3353958316
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	916.2277245309	60.5814587154	105.5609853933	110.9859088932	688.0870200418	136.4542209179	53.0027916989	1604.1476534827	0	0	10431.687895056	5178.9962505353	576.7151665021	50.7950523153	11584.941919916	1430.8210391779	256.3387509755	31.2888765744	80.1254160214	0	5814.392493992	5975.8843143462	0	12119.8889364185	632.2337286832	367.9626610015	14014.8244713767	543.6966829879	249.1519241689	45.6961562105	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	901.5246588917	1238.7471152287	2628.2070649087	1567.1641776002	862.6756609199	2934.9043261283	2561.5360896442	1823.9372857244	1360.2768555706	3601.9224739975	11761.9477205536	8533.0570144113	3513.7564728564	2136.8055988533	17122.2198085364	12458.6383942166	7836.7499101541	1416.21251938	2625.6476688473	2253.8759608849	5533.6799967169	21791.2817434432	6115.3946573182	20915.7563868597	2755.5413574998	5699.8110655812	27684.9863518972	8249.3689661358	4198.9270548276	2699.1799522981	4397.8418560212
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	901.5246588917	1238.7471152287	2628.2070649087	1567.1641776002	862.6756609199	2934.9043261283	2561.5360896442	1823.9372857244	1360.2768555706	3601.9224739975	11761.9477205536	8533.0570144113	3513.7564728564	2136.8055988533	17122.2198085364	12458.6383942166	7836.7499101541	1416.21251938	2625.6476688473	2253.8759608849	5533.6799967169	21791.2817434432	6115.3946573182	20915.7563868597	2755.5413574998	5699.8110655812	27684.9863518972	8249.3689661358	4198.9270548276	2699.1799522981	4397.8418560212
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	892.0417666593	1655.9890084243	2811.3571774244	1608.1589845553	542.9238262631	3954.9244722772	2060.8117795402	2499.3221954657	1527.3575896022	4380.6597928031	8780.6786411177	6918.3390441853	249.5564950382	768.1186902041	6178.7847483722	12525.2722863015	7781.8857935373	723.3316868993	505.4376128143	1964.2430739698	4890.0107853545	10209.7819498905	2780.4477642867	20229.3092632471	1826.1360073367	302.1692257736	16161.2601560681	4546.5587355655	2963.6699701431	2691.2754329291	2836.6549361899
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	886.8982782763	125.2505034602	0	0	528.9572080504	145.9380380783	378.5696752745	182.8767087354	247.5345882685	304.9951660409	0	10680.344240849	1054.8368650771	0	0	0	1370.6367722985	0	292.7741477285	0	0	0	447.3953716699	0	0	0	0	427.3013115449	216.4520942567	105.4273160266	0
PWY0-1061: superpathway of L-alanine biosynthesis	865.5558916237	4628.1040423449	2668.8449255334	2672.5662807608	817.7595597295	3254.7379682575	2040.7593768913	4248.6475574543	1924.3750784474	2834.5157966318	17282.57478797	2737.6703434746	1264.124373217	1496.9486013752	13352.3758154344	7580.8098848844	1317.5058269782	1077.5787671009	1894.1228115306	1559.8027152874	4309.5042437928	15802.5704930226	2024.3473870633	16471.5137957862	4767.8651701915	1414.908217151	16720.1942308969	2313.0037859864	1917.069906302	2862.0393403543	1110.3889728212
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	860.9347366594	857.3309093303	539.0139101224	880.9189689725	497.4389378818	953.9686711225	855.3046638735	2546.9524547706	374.611366717	1064.7141425778	20892.0767235018	5113.2513638907	2225.705574635	3398.4715067667	26321.2952287191	9694.4340913265	3697.2045167983	828.055199076	2368.4677366239	1684.867364208	9595.260610691	26698.9715478405	5967.090457094	23239.6562819529	1998.4191606254	3086.311966751	33938.6212758944	3407.9194674108	4013.8640967346	2744.5458258974	3438.8661672506
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	851.612955272	0	185.8024761836	548.6231721946	1001.5899431624	69.9669337845	329.4457235578	639.6451731715	147.8260432144	72.7539713226	7107.9395471272	4829.8985102081	367.5277507904	0	4338.3515058695	3205.4978216613	2788.4692904274	572.3226397248	275.3438309037	1123.3606759646	2695.5212217444	4554.9163134475	541.623859085	8672.8824317868	141.0980832992	938.9966913346	3957.381962853	1658.9464850835	1146.9266038359	365.0588144452	764.09263614
PWY0-862: (5Z)-dodecenoate biosynthesis I	834.7763770484	917.2553871584	497.1838474977	832.3020739201	456.5780016497	980.2342215253	864.8523074385	3189.3020682063	364.6290377528	1016.2035238858	20990.6263557426	8057.954268415	1980.6119335096	3728.3476568233	27447.9341804832	15624.0586618791	3414.9189650059	745.3193616977	2371.9417958792	1591.5083314652	9993.8415236076	28337.622407313	5710.6388976073	29376.1967508184	1919.6589292447	3559.1969240777	40333.3679854919	3254.6536665897	4576.2222822835	3314.762428939	3298.8969322801
FUCCAT-PWY: fucose degradation	820.2430923636	427.5402684485	1322.1210904494	467.4366891189	644.5188619441	1203.6476164284	1286.199257085	2093.7176973678	605.4016177196	714.3640753003	14759.8262093108	5106.9354566143	1265.3980139965	2366.1944627641	17494.4520827574	3550.5349081412	2045.6681504194	242.4820978345	921.6501347434	493.9904024984	5909.3975232864	19073.47949625	1139.3518726483	11802.1603884636	603.8816510531	903.0920600888	22366.7642207171	797.2347790244	791.2457807045	1047.8349423237	1332.6473794824
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	815.9908640766	871.8531849365	573.0346722037	797.7858885978	447.9431819794	1054.6031269413	872.6029750221	3038.3761360497	412.6298938523	1106.238518957	21546.5893039029	7772.7889754922	1962.2242106301	4007.0477239005	29374.900736373	15485.5931942814	3377.2965191005	737.0566169286	2350.052018452	1587.8475282194	10453.6839156813	29832.0916241273	5770.9915350756	30170.8627242146	1892.387266147	3511.9073824447	43823.9763688758	3233.1166081916	4570.86736421	3253.7457284306	3274.0834717239
